gene	reaction	environment	relative	absolute	
YLR377C	FBP	EX_so4(e)	0	0	
YLR382C	LEUTRSm	EX_glc(e)	0	0	
YLR382C	LEUTRSm	EX_nh4(e)	0	0	
YLR382C	LEUTRSm	EX_o2(e)	0	0	
YLR382C	LEUTRSm	EX_pi(e)	0	0	
YLR382C	LEUTRSm	EX_so4(e)	0	0	
YLR395C	CYOOm	EX_glc(e)	0.5625	22.5438	
YLR395C	CYOOm	EX_nh4(e)	1.48439e-07	2.28643e-06	
YLR395C	CYOOm	EX_o2(e)	0	0	
YLR395C	CYOOm	EX_pi(e)	-4.51622e-11	-9.05907e-12	
YLR395C	CYOOm	EX_so4(e)	-1.00006e-12	-2.22857e-13	
YLR420W	DHORTS	EX_glc(e)	1.08733e+07	-3.87408e+21	
YLR420W	DHORTS	EX_nh4(e)	-3.33471e+06	1.18813e+21	
YLR420W	DHORTS	EX_o2(e)	-75570.5	2.69252e+19	
YLR420W	DHORTS	EX_pi(e)	-112210	-2.6653e+19	
YLR420W	DHORTS	EX_so4(e)	-8527.66	-2.02556e+18	
YLR432W	IMPD	EX_glc(e)	-212294	-4.38624e+09	
YLR432W	IMPD	EX_nh4(e)	-115548	-2.38735e+09	
YLR432W	IMPD	EX_o2(e)	-1151.65	-2.37945e+07	
YLR432W	IMPD	EX_pi(e)	-4084.71	-8.43949e+07	
YLR432W	IMPD	EX_so4(e)	-1597.11	-3.29981e+07	
YLR438W	ORNTA	EX_glc(e)	0	0	
YLR438W	ORNTA	EX_nh4(e)	7.55051e-05	0.601634	
YLR438W	ORNTA	EX_o2(e)	0	0	
YLR438W	ORNTA	EX_pi(e)	-2.5965e-05	-0.206892	
YLR438W	ORNTA	EX_so4(e)	0	0	
YLR447C	ATPS3g	EX_glc(e)	0	0	
YLR447C	ATPS3v	EX_glc(e)	0	0	
YLR447C	ATPS3g	EX_nh4(e)	0	0	
YLR447C	ATPS3v	EX_nh4(e)	0	0	
YLR447C	ATPS3g	EX_o2(e)	0	0	
YLR447C	ATPS3v	EX_o2(e)	0	0	
YLR447C	ATPS3g	EX_pi(e)	0	0	
YLR447C	ATPS3v	EX_pi(e)	0	0	
YLR447C	ATPS3g	EX_so4(e)	0	0	
YLR447C	ATPS3v	EX_so4(e)	0	0	
YLR450W	HMGCOAR	EX_glc(e)	778411	-5.89705e+10	
YLR450W	HMGCOAR	EX_nh4(e)	423674	-3.20965e+10	
YLR450W	HMGCOAR	EX_o2(e)	1.5	-113637	
YLR450W	HMGCOAR	EX_pi(e)	14977.3	-1.13464e+09	
YLR450W	HMGCOAR	EX_so4(e)	5856.06	-4.43641e+08	
YML004C	LGTHL	EX_glc(e)	0	0	
YML004C	LGTHL	EX_nh4(e)	0	0	
YML004C	LGTHL	EX_o2(e)	0	0	
YML004C	LGTHL	EX_pi(e)	0	0	
YML004C	LGTHL	EX_so4(e)	0	0	
YML008C	SAM24MT	EX_glc(e)	0	0	
YML008C	SAM24MT	EX_nh4(e)	0	0	
YML008C	SAM24MT	EX_o2(e)	0	0	
YML008C	SAM24MT	EX_pi(e)	0	0	
YML008C	SAM24MT	EX_so4(e)	-2.13701e-06	-3.05287	
YML022W	ADPT	EX_glc(e)	0	0	
YML022W	ADPT	EX_nh4(e)	0	0	
YML022W	ADPT	EX_o2(e)	0	0	
YML022W	ADPT	EX_pi(e)	0	0	
YML022W	ADPT	EX_so4(e)	0	0	
YML035C	AMPDA	EX_glc(e)	0	0	
YML035C	AMPN	EX_glc(e)	0	0	
YML035C	AMPDA	EX_nh4(e)	0	0	
YML035C	AMPN	EX_nh4(e)	0	0	
YML035C	AMPDA	EX_o2(e)	0	0	
YML035C	AMPN	EX_o2(e)	0	0	
YML035C	AMPDA	EX_pi(e)	0	0	
YML035C	AMPN	EX_pi(e)	0	0	
YML035C	AMPDA	EX_so4(e)	0	0	
YML035C	AMPN	EX_so4(e)	0	0	
YML042W	CSNATirm	EX_glc(e)	0	0	
YML042W	CSNATirp	EX_glc(e)	0	0	
YML042W	CSNATirm	EX_nh4(e)	0	0	
YML042W	CSNATirp	EX_nh4(e)	0	0	
YML042W	CSNATirm	EX_o2(e)	0	0	
YML042W	CSNATirp	EX_o2(e)	0	0	
YML042W	CSNATirm	EX_pi(e)	0	0	
YML042W	CSNATirp	EX_pi(e)	0	0	
YML042W	CSNATirm	EX_so4(e)	0	0	
YML042W	CSNATirp	EX_so4(e)	0	0	
YML054C	L_LACDm	EX_glc(e)	0	0	
YML054C	L_LACDm	EX_nh4(e)	0	0	
YML054C	L_LACDm	EX_o2(e)	0	0	
YML054C	L_LACDm	EX_pi(e)	0	0	
YML054C	L_LACDm	EX_so4(e)	0	0	
YML056C	IMPD	EX_glc(e)	-212294	-4.38624e+09	
YML056C	IMPD	EX_nh4(e)	-115548	-2.38735e+09	
YML056C	IMPD	EX_o2(e)	-1151.65	-2.37945e+07	
YML056C	IMPD	EX_pi(e)	-4084.71	-8.43949e+07	
YML056C	IMPD	EX_so4(e)	-1597.11	-3.29981e+07	
YML070W	DHAK	EX_glc(e)	0	0	
YML070W	DHAK	EX_nh4(e)	0	0	
YML070W	DHAK	EX_o2(e)	0	0	
YML070W	DHAK	EX_pi(e)	0	0	
YML070W	DHAK	EX_so4(e)	0	0	
YML075C	HMGCOAR	EX_glc(e)	778411	-5.89705e+10	
YML075C	HMGCOAR	EX_nh4(e)	423674	-3.20965e+10	
YML075C	HMGCOAR	EX_o2(e)	1.5	-113637	
YML075C	HMGCOAR	EX_pi(e)	14977.3	-1.13464e+09	
YML075C	HMGCOAR	EX_so4(e)	5856.06	-4.43641e+08	
YML081C-A	ATPS3m	EX_glc(e)	0.25	4.47361	
YML081C-A	ATPS3m	EX_nh4(e)	7.07428e-08	5.22888e-07	
YML081C-A	ATPS3m	EX_o2(e)	-1.68494e-07	-0.0010485	
YML081C-A	ATPS3m	EX_pi(e)	8.06191e-12	8.0829e-13	
YML081C-A	ATPS3m	EX_so4(e)	-2.99181e-13	-2.99181e-14	
YML082W	SHSL4r	EX_glc(e)	0	0	
YML082W	SHSL4r	EX_nh4(e)	0	0	
YML082W	SHSL4r	EX_o2(e)	3.53646e-08	-1.03925e-05	
YML082W	SHSL4r	EX_pi(e)	0	0	
YML082W	SHSL4r	EX_so4(e)	0	0	
YML096W	ASNS1	EX_glc(e)	-101033	-9.93438e+08	
YML096W	ASNS1	EX_nh4(e)	-54990.2	-5.4071e+08	
YML096W	ASNS1	EX_o2(e)	-548.083	-5.38921e+06	
YML096W	ASNS1	EX_pi(e)	-1943.95	-1.91146e+07	
YML096W	ASNS1	EX_so4(e)	-760.079	-7.47373e+06	
YML100W	TRE6PP	EX_glc(e)	-439104	-1.87651e+10	
YML100W	TRE6PS	EX_glc(e)	-439104	-1.87651e+10	
YML100W	TRE6PP	EX_nh4(e)	0.000289083	8.52751	
YML100W	TRE6PS	EX_nh4(e)	0.00029761	8.77907	
YML100W	TRE6PP	EX_o2(e)	-1.24247e-06	-0.036651	
YML100W	TRE6PS	EX_o2(e)	-4.17114e-06	-0.123043	
YML100W	TRE6PP	EX_pi(e)	-8448.72	-3.61056e+08	
YML100W	TRE6PS	EX_pi(e)	-8448.72	-3.61056e+08	
YML100W	TRE6PP	EX_so4(e)	-7.50158e-07	-0.0221286	
YML100W	TRE6PS	EX_so4(e)	-2.20635e-07	-0.0065084	
YML106W	ORPT	EX_glc(e)	92902.6	-8.39987e+08	
YML106W	ORPT	EX_nh4(e)	50565.1	-4.57189e+08	
YML106W	ORPT	EX_o2(e)	503.978	-4.55677e+06	
YML106W	ORPT	EX_pi(e)	1787.52	-1.6162e+07	
YML106W	ORPT	EX_so4(e)	698.915	-6.3193e+06	
YML110C	OMBZLM6m	EX_glc(e)	0	0	
YML110C	OMBZLM6m	EX_nh4(e)	0	0	
YML110C	OMBZLM6m	EX_o2(e)	0	0	
YML110C	OMBZLM6m	EX_pi(e)	0	0	
YML110C	OMBZLM6m	EX_so4(e)	0	0	
YML120C	NADH2_u6m	EX_glc(e)	0	0	
YML120C	NADH2_u6m	EX_nh4(e)	9.75722e-10	9.75722e-11	
YML120C	NADH2_u6m	EX_o2(e)	1.69447e-07	0.000129844	
YML120C	NADH2_u6m	EX_pi(e)	-1.34686e-11	-1.34686e-12	
YML120C	NADH2_u6m	EX_so4(e)	1.4959e-12	1.4959e-13	
YML123C	PIt2r	EX_glc(e)	-51972.7	-2.62887e+08	
YML123C	PIt2r	EX_nh4(e)	-28287.8	-1.43085e+08	
YML123C	PIt2r	EX_o2(e)	-281.942	-1.42611e+06	
YML123C	PIt2r	EX_pi(e)	-1000	-5.05817e+06	
YML123C	PIt2r	EX_so4(e)	-390.996	-1.97773e+06	
YML126C	HMGCOAS	EX_glc(e)	-0.01197	906.814	
YML126C	HMGCOASm	EX_glc(e)	6.86908e+06	-1.64995e+21	
YML126C	HMGCOAS	EX_nh4(e)	-0.000725367	54.952	
YML126C	HMGCOASm	EX_nh4(e)	-183554	2.9393e+18	
YML126C	HMGCOAS	EX_o2(e)	-1.68661e-05	1.27773	
YML126C	HMGCOASm	EX_o2(e)	0	0	
YML126C	HMGCOAS	EX_pi(e)	-2.46712e-05	1.86903	
YML126C	HMGCOASm	EX_pi(e)	0	0	
YML126C	HMGCOAS	EX_so4(e)	1.13326e-07	-0.00858531	
YML126C	HMGCOASm	EX_so4(e)	0	0	
YMR011W	FRUt2	EX_glc(e)	0	0	
YMR011W	GLCt1	EX_glc(e)	-1000	-97323.4	
YMR011W	MANt2	EX_glc(e)	0	0	
YMR011W	FRUt2	EX_nh4(e)	0	0	
YMR011W	GLCt1	EX_nh4(e)	1.67009e-09	3.37224e-10	
YMR011W	MANt2	EX_nh4(e)	0	0	
YMR011W	FRUt2	EX_o2(e)	0	0	
YMR011W	GLCt1	EX_o2(e)	-5.99546e-13	-1.19478e-13	
YMR011W	MANt2	EX_o2(e)	0	0	
YMR011W	FRUt2	EX_pi(e)	0	0	
YMR011W	GLCt1	EX_pi(e)	-1.3628e-10	-2.72531e-11	
YMR011W	MANt2	EX_pi(e)	0	0	
YMR011W	FRUt2	EX_so4(e)	0	0	
YMR011W	GLCt1	EX_so4(e)	-4.6373e-12	-4.6373e-13	
YMR011W	MANt2	EX_so4(e)	0	0	
YMR013C	DOLK	EX_glc(e)	0	0	
YMR013C	DOLK	EX_nh4(e)	0	0	
YMR013C	DOLK	EX_o2(e)	0	0	
YMR013C	DOLK	EX_pi(e)	0	0	
YMR013C	DOLK	EX_so4(e)	0	0	
YMR015C	C22STDS	EX_glc(e)	0	0	
YMR015C	C22STDS	EX_nh4(e)	0	0	
YMR015C	C22STDS	EX_o2(e)	0	0	
YMR015C	C22STDS	EX_pi(e)	0	0	
YMR015C	C22STDS	EX_so4(e)	-2.56441e-05	-36.6344	
YMR054W	ATPS3g	EX_glc(e)	0	0	
YMR054W	ATPS3g	EX_nh4(e)	0	0	
YMR054W	ATPS3g	EX_o2(e)	0	0	
YMR054W	ATPS3g	EX_pi(e)	0	0	
YMR054W	ATPS3g	EX_so4(e)	0	0	
YMR056C	ATPtm_H	EX_glc(e)	-5.01064e-07	-8.99213e-06	
YMR056C	ATPtm_H	EX_nh4(e)	7.14216e-08	5.35249e-07	
YMR056C	ATPtm_H	EX_o2(e)	0	0	
YMR056C	ATPtm_H	EX_pi(e)	-8.27165e-12	-8.3014e-13	
YMR056C	ATPtm_H	EX_so4(e)	-1.07675e-11	-1.46235e-12	
YMR062C	ACGSm	EX_glc(e)	0	0	
YMR062C	ORNTACim	EX_glc(e)	-63939.2	-3.97879e+08	
YMR062C	ACGSm	EX_nh4(e)	0	0	
YMR062C	ORNTACim	EX_nh4(e)	3.31839e-05	0.115947	
YMR062C	ACGSm	EX_o2(e)	0	0	
YMR062C	ORNTACim	EX_o2(e)	-346.858	-2.15842e+06	
YMR062C	ACGSm	EX_pi(e)	0	0	
YMR062C	ORNTACim	EX_pi(e)	-7.02391e-08	-0.00024542	
YMR062C	ACGSm	EX_so4(e)	0	0	
YMR062C	ORNTACim	EX_so4(e)	-481.021	-2.99328e+06	
YMR083W	ALCD2m	EX_glc(e)	9.57645e+06	-3.11837e+21	
YMR083W	ALCD2m	EX_nh4(e)	2.21594e-07	5.16505e-06	
YMR083W	ALCD2m	EX_o2(e)	0	0	
YMR083W	ALCD2m	EX_pi(e)	-2.42226e-11	-4.86455e-12	
YMR083W	ALCD2m	EX_so4(e)	-1.48492e-12	-4.91341e-13	
YMR084W	GF6PTA	EX_glc(e)	0	0	
YMR084W	GF6PTA	EX_nh4(e)	0	0	
YMR084W	GF6PTA	EX_o2(e)	0	0	
YMR084W	GF6PTA	EX_pi(e)	0	0	
YMR084W	GF6PTA	EX_so4(e)	0	0	
YMR085W	GF6PTA	EX_glc(e)	0	0	
YMR085W	GF6PTA	EX_nh4(e)	0	0	
YMR085W	GF6PTA	EX_o2(e)	0	0	
YMR085W	GF6PTA	EX_pi(e)	0	0	
YMR085W	GF6PTA	EX_so4(e)	0	0	
YMR101C	HBZOPT6	EX_glc(e)	0	0	
YMR101C	HBZOPT6	EX_nh4(e)	0	0	
YMR101C	HBZOPT6	EX_o2(e)	0	0	
YMR101C	HBZOPT6	EX_pi(e)	0	0	
YMR101C	HBZOPT6	EX_so4(e)	0	0	
YMR105C	PGMT	EX_glc(e)	6128.12	-3.65487e+06	
YMR105C	PPM	EX_glc(e)	-4615.83	-7.02186e+14	
YMR105C	PGMT	EX_nh4(e)	-5.07127e-06	0.00300573	
YMR105C	PPM	EX_nh4(e)	-72624.5	5.82109e+17	
YMR105C	PGMT	EX_o2(e)	-4.27958e-08	2.5365e-05	
YMR105C	PPM	EX_o2(e)	14866.6	1.07245e+18	
YMR105C	PGMT	EX_pi(e)	117.91	-70322.8	
YMR105C	PPM	EX_pi(e)	-7250.73	-5.23053e+18	
YMR105C	PGMT	EX_so4(e)	-4.25577e-08	2.52239e-05	
YMR105C	PPM	EX_so4(e)	-2.0587e-08	-7.0831e-05	
YMR108W	ACHBSm	EX_glc(e)	-53321.3	-2.76707e+08	
YMR108W	ACLSm	EX_glc(e)	-18315.6	-3.2648e+07	
YMR108W	ACHBSm	EX_nh4(e)	-29021.8	-1.50606e+08	
YMR108W	ACLSm	EX_nh4(e)	-9968.81	-1.77697e+07	
YMR108W	ACHBSm	EX_o2(e)	-289.258	-1.50108e+06	
YMR108W	ACLSm	EX_o2(e)	-1.02502e-08	-4.3653e-06	
YMR108W	ACHBSm	EX_pi(e)	-1025.95	-5.32406e+06	
YMR108W	ACLSm	EX_pi(e)	-352.406	-628175	
YMR108W	ACHBSm	EX_so4(e)	-401.142	-2.08169e+06	
YMR108W	ACLSm	EX_so4(e)	-137.79	-245614	
YMR113W	THFGLUS	EX_glc(e)	0	0	
YMR113W	THFGLUS	EX_nh4(e)	0	0	
YMR113W	THFGLUS	EX_o2(e)	0	0	
YMR113W	THFGLUS	EX_pi(e)	0	0	
YMR113W	THFGLUS	EX_so4(e)	0	0	
YMR118C	SUCD1m	EX_glc(e)	2.8921e-09	-2.8921e-10	
YMR118C	SUCD2_u6m	EX_glc(e)	-2.76887e-09	-2.76887e-10	
YMR118C	SUCD3_u6m	EX_glc(e)	2.84086e-09	-2.84086e-10	
YMR118C	SUCD1m	EX_nh4(e)	1.4111e-09	1.4111e-10	
YMR118C	SUCD2_u6m	EX_nh4(e)	9.03741e-10	9.03741e-11	
YMR118C	SUCD3_u6m	EX_nh4(e)	-9.86587e-10	9.86587e-11	
YMR118C	SUCD1m	EX_o2(e)	-7.52137e-13	7.52137e-14	
YMR118C	SUCD2_u6m	EX_o2(e)	2.15142e-11	2.15172e-12	
YMR118C	SUCD3_u6m	EX_o2(e)	-7.6718e-12	7.6718e-13	
YMR118C	SUCD1m	EX_pi(e)	-3.06562e-10	3.06562e-11	
YMR118C	SUCD2_u6m	EX_pi(e)	-3.95214e-10	-3.95214e-11	
YMR118C	SUCD3_u6m	EX_pi(e)	3.61844e-12	-3.61844e-13	
YMR118C	SUCD1m	EX_so4(e)	2.24386e-12	-2.24386e-13	
YMR118C	SUCD2_u6m	EX_so4(e)	0	0	
YMR118C	SUCD3_u6m	EX_so4(e)	4.48771e-13	-4.48771e-14	
YMR120C	AICART	EX_glc(e)	-62538.2	-3.80634e+08	
YMR120C	IMPC	EX_glc(e)	62538.2	-3.80634e+08	
YMR120C	AICART	EX_nh4(e)	-34038.3	-2.07172e+08	
YMR120C	IMPC	EX_nh4(e)	34038.3	-2.07172e+08	
YMR120C	AICART	EX_o2(e)	-339.257	-2.06487e+06	
YMR120C	IMPC	EX_o2(e)	339.257	-2.06487e+06	
YMR120C	AICART	EX_pi(e)	-1203.29	-7.32372e+06	
YMR120C	IMPC	EX_pi(e)	1203.29	-7.32372e+06	
YMR120C	AICART	EX_so4(e)	0	0	
YMR120C	IMPC	EX_so4(e)	6.57613e-09	-1.44546e-05	
YMR145C	NADH2_u6cm	EX_glc(e)	-6.23009e-07	-1.25122e-05	
YMR145C	NADH2_u6cm	EX_nh4(e)	2.6629e-07	7.26745e-06	
YMR145C	NADH2_u6cm	EX_o2(e)	0	0	
YMR145C	NADH2_u6cm	EX_pi(e)	-4.55659e-11	-4.57008e-12	
YMR145C	NADH2_u6cm	EX_so4(e)	-8.33392e-13	-9.28593e-14	
YMR169C	ALDD19x	EX_glc(e)	0	0	
YMR169C	ALDD19x	EX_nh4(e)	0	0	
YMR169C	ALDD19x	EX_o2(e)	0	0	
YMR169C	ALDD19x	EX_pi(e)	0	0	
YMR169C	ALDD19x	EX_so4(e)	0	0	
YMR170C	ALDD19x	EX_glc(e)	0	0	
YMR170C	ALDD19x	EX_nh4(e)	0	0	
YMR170C	ALDD19x	EX_o2(e)	0	0	
YMR170C	ALDD19x	EX_pi(e)	0	0	
YMR170C	ALDD19x	EX_so4(e)	0	0	
YMR189W	GCC2am	EX_glc(e)	0	0	
YMR189W	GCC2bim	EX_glc(e)	0	0	
YMR189W	GCC2cm	EX_glc(e)	-1.97404e+07	-1.30277e+22	
YMR189W	GCCam	EX_glc(e)	0	0	
YMR189W	GCCbim	EX_glc(e)	0	0	
YMR189W	GCCcm	EX_glc(e)	0	0	
YMR189W	GLYCLm	EX_glc(e)	-3.7119e-06	-0.000506296	
YMR189W	THFATm	EX_glc(e)	0	0	
YMR189W	GCC2am	EX_nh4(e)	0	0	
YMR189W	GCC2bim	EX_nh4(e)	0	0	
YMR189W	GCC2cm	EX_nh4(e)	0	0	
YMR189W	GCCam	EX_nh4(e)	0	0	
YMR189W	GCCbim	EX_nh4(e)	0	0	
YMR189W	GCCcm	EX_nh4(e)	0	0	
YMR189W	GLYCLm	EX_nh4(e)	2.06056e-07	4.44794e-06	
YMR189W	THFATm	EX_nh4(e)	0	0	
YMR189W	GCC2am	EX_o2(e)	0	0	
YMR189W	GCC2bim	EX_o2(e)	0	0	
YMR189W	GCC2cm	EX_o2(e)	28293.2	9.33601e+18	
YMR189W	GCCam	EX_o2(e)	0	0	
YMR189W	GCCbim	EX_o2(e)	0	0	
YMR189W	GCCcm	EX_o2(e)	0	0	
YMR189W	GLYCLm	EX_o2(e)	0	0	
YMR189W	THFATm	EX_o2(e)	0	0	
YMR189W	GCC2am	EX_pi(e)	0	0	
YMR189W	GCC2bim	EX_pi(e)	0	0	
YMR189W	GCC2cm	EX_pi(e)	0	0	
YMR189W	GCCam	EX_pi(e)	0	0	
YMR189W	GCCbim	EX_pi(e)	0	0	
YMR189W	GCCcm	EX_pi(e)	0	0	
YMR189W	GLYCLm	EX_pi(e)	0	0	
YMR189W	THFATm	EX_pi(e)	0	0	
YMR189W	GCC2am	EX_so4(e)	0	0	
YMR189W	GCC2bim	EX_so4(e)	0	0	
YMR189W	GCC2cm	EX_so4(e)	0	0	
YMR189W	GCCam	EX_so4(e)	0	0	
YMR189W	GCCbim	EX_so4(e)	0	0	
YMR189W	GCCcm	EX_so4(e)	0	0	
YMR189W	GLYCLm	EX_so4(e)	0	0	
YMR189W	THFATm	EX_so4(e)	0	0	
YMR202W	C8STI	EX_glc(e)	0	0	
YMR202W	C8STI	EX_nh4(e)	0	0	
YMR202W	C8STI	EX_o2(e)	0	0	
YMR202W	C8STI	EX_pi(e)	0	0	
YMR202W	C8STI	EX_so4(e)	-1.0685e-05	-15.2643	
YMR205C	PFK	EX_glc(e)	0	0	
YMR205C	PFK_2	EX_glc(e)	0	0	
YMR205C	PFK_3	EX_glc(e)	-3.82683e-06	-0.000512261	
YMR205C	PFK	EX_nh4(e)	0	0	
YMR205C	PFK_2	EX_nh4(e)	0	0	
YMR205C	PFK_3	EX_nh4(e)	2.01872e-09	4.07852e-10	
YMR205C	PFK	EX_o2(e)	2.10169e-12	4.19482e-13	
YMR205C	PFK_2	EX_o2(e)	0	0	
YMR205C	PFK_3	EX_o2(e)	0	0	
YMR205C	PFK	EX_pi(e)	0	0	
YMR205C	PFK_2	EX_pi(e)	0	0	
YMR205C	PFK_3	EX_pi(e)	-7.6424e-12	-1.52918e-12	
YMR205C	PFK	EX_so4(e)	0	0	
YMR205C	PFK_2	EX_so4(e)	0	0	
YMR205C	PFK_3	EX_so4(e)	-1.57924e-12	-8.33607e-13	
YMR208W	MEVK1	EX_glc(e)	0	0	
YMR208W	MEVK2	EX_glc(e)	0	0	
YMR208W	MEVK3	EX_glc(e)	0	0	
YMR208W	MEVK4	EX_glc(e)	-0.00218178	-165.286	
YMR208W	MEVK1	EX_nh4(e)	0	0	
YMR208W	MEVK2	EX_nh4(e)	0	0	
YMR208W	MEVK3	EX_nh4(e)	0.000720369	54.5734	
YMR208W	MEVK4	EX_nh4(e)	0	0	
YMR208W	MEVK1	EX_o2(e)	-1.09402e-05	-0.828801	
YMR208W	MEVK2	EX_o2(e)	0	0	
YMR208W	MEVK3	EX_o2(e)	0	0	
YMR208W	MEVK4	EX_o2(e)	0	0	
YMR208W	MEVK1	EX_pi(e)	-2.39097e-05	-1.81134	
YMR208W	MEVK2	EX_pi(e)	0	0	
YMR208W	MEVK3	EX_pi(e)	0	0	
YMR208W	MEVK4	EX_pi(e)	0	0	
YMR208W	MEVK1	EX_so4(e)	0	0	
YMR208W	MEVK2	EX_so4(e)	-2.26652e-06	-0.171706	
YMR208W	MEVK3	EX_so4(e)	0	0	
YMR208W	MEVK4	EX_so4(e)	0	0	
YMR217W	GMPS2	EX_glc(e)	-212294	-4.38624e+09	
YMR217W	GMPS2	EX_nh4(e)	-115548	-2.38735e+09	
YMR217W	GMPS2	EX_o2(e)	-1151.65	-2.37945e+07	
YMR217W	GMPS2	EX_pi(e)	-4084.71	-8.43949e+07	
YMR217W	GMPS2	EX_so4(e)	-1597.11	-3.29981e+07	
YMR220W	PMEVK	EX_glc(e)	-778411	-5.89705e+10	
YMR220W	PMEVK	EX_nh4(e)	-423674	-3.20965e+10	
YMR220W	PMEVK	EX_o2(e)	-1.50001	-113637	
YMR220W	PMEVK	EX_pi(e)	-14977.3	-1.13464e+09	
YMR220W	PMEVK	EX_so4(e)	-5856.06	-4.43641e+08	
YMR246W	FACOAL140	EX_glc(e)	0.000628184	-13.68	
YMR246W	FACOAL141	EX_glc(e)	0	0	
YMR246W	FACOAL160	EX_glc(e)	-0.00117055	-47.5063	
YMR246W	FACOAL161	EX_glc(e)	-1.35153e+07	-6.56952e+21	
YMR246W	FACOAL180	EX_glc(e)	-0.00132181	-62.1151	
YMR246W	FACOAL181	EX_glc(e)	2.55921e+06	-3.17169e+20	
YMR246W	FACOAL182	EX_glc(e)	-2119.34	1.8003e+14	
YMR246W	FACOAL140	EX_nh4(e)	0.00180646	322.581	
YMR246W	FACOAL141	EX_nh4(e)	0	0	
YMR246W	FACOAL160	EX_nh4(e)	0.00022402	9.09171	
YMR246W	FACOAL161	EX_nh4(e)	0	0	
YMR246W	FACOAL180	EX_nh4(e)	0.000433625	20.3771	
YMR246W	FACOAL181	EX_nh4(e)	4.29628e+06	1.86357e+21	
YMR246W	FACOAL182	EX_nh4(e)	0	0	
YMR246W	FACOAL140	EX_o2(e)	-5.90965e-06	-1.05529	
YMR246W	FACOAL141	EX_o2(e)	0	0	
YMR246W	FACOAL160	EX_o2(e)	6.10501e-07	0.0247768	
YMR246W	FACOAL161	EX_o2(e)	0	0	
YMR246W	FACOAL180	EX_o2(e)	1.06741e-05	0.501604	
YMR246W	FACOAL181	EX_o2(e)	0	0	
YMR246W	FACOAL182	EX_o2(e)	0	0	
YMR246W	FACOAL140	EX_pi(e)	-1.43589e-06	-0.256408	
YMR246W	FACOAL141	EX_pi(e)	-14469.3	1.06273e+18	
YMR246W	FACOAL160	EX_pi(e)	1.56642e-05	0.635724	
YMR246W	FACOAL161	EX_pi(e)	0	0	
YMR246W	FACOAL180	EX_pi(e)	-4.81778e-06	-0.226399	
YMR246W	FACOAL181	EX_pi(e)	0	0	
YMR246W	FACOAL182	EX_pi(e)	0	0	
YMR246W	FACOAL140	EX_so4(e)	8.01377e-07	0.143103	
YMR246W	FACOAL141	EX_so4(e)	499.407	-3.33454e+16	
YMR246W	FACOAL160	EX_so4(e)	-4.24973e-07	-0.0172473	
YMR246W	FACOAL161	EX_so4(e)	0	0	
YMR246W	FACOAL180	EX_so4(e)	0	0	
YMR246W	FACOAL181	EX_so4(e)	0	0	
YMR246W	FACOAL182	EX_so4(e)	0	0	
YMR250W	GLUDC	EX_glc(e)	-623207	-7.59333e+17	
YMR250W	GLUDC	EX_nh4(e)	0	0	
YMR250W	GLUDC	EX_o2(e)	0	0	
YMR250W	GLUDC	EX_pi(e)	1.15327e-08	2.87666e-06	
YMR250W	GLUDC	EX_so4(e)	0	0	
YMR256C	CYOOm	EX_glc(e)	0.5625	22.5438	
YMR256C	CYOOm	EX_nh4(e)	1.48439e-07	2.28643e-06	
YMR256C	CYOOm	EX_o2(e)	0	0	
YMR256C	CYOOm	EX_pi(e)	-4.51622e-11	-9.05907e-12	
YMR256C	CYOOm	EX_so4(e)	-1.00006e-12	-2.22857e-13	
YMR261C	TRE6PP	EX_glc(e)	-439104	-1.87651e+10	
YMR261C	TRE6PS	EX_glc(e)	-439104	-1.87651e+10	
YMR261C	TRE6PP	EX_nh4(e)	0.000289083	8.52751	
YMR261C	TRE6PS	EX_nh4(e)	0.00029761	8.77907	
YMR261C	TRE6PP	EX_o2(e)	-1.24247e-06	-0.036651	
YMR261C	TRE6PS	EX_o2(e)	-4.17114e-06	-0.123043	
YMR261C	TRE6PP	EX_pi(e)	-8448.72	-3.61056e+08	
YMR261C	TRE6PS	EX_pi(e)	-8448.72	-3.61056e+08	
YMR261C	TRE6PP	EX_so4(e)	-7.50158e-07	-0.0221286	
YMR261C	TRE6PS	EX_so4(e)	-2.20635e-07	-0.0065084	
YMR267W	PPAm	EX_glc(e)	-189656	-1.24283e+18	
YMR267W	PPAm	EX_nh4(e)	7.38165e-06	0.00565643	
YMR267W	PPAm	EX_o2(e)	0	0	
YMR267W	PPAm	EX_pi(e)	3.70721e-08	6.97621e-06	
YMR267W	PPAm	EX_so4(e)	-4.53718e-12	-3.4404e-12	
YMR271C	ORPT	EX_glc(e)	92902.6	-8.39987e+08	
YMR271C	ORPT	EX_nh4(e)	50565.1	-4.57189e+08	
YMR271C	ORPT	EX_o2(e)	503.978	-4.55677e+06	
YMR271C	ORPT	EX_pi(e)	1787.52	-1.6162e+07	
YMR271C	ORPT	EX_so4(e)	698.915	-6.3193e+06	
YMR272C	CERS2_24	EX_glc(e)	0	0	
YMR272C	CERS2_26	EX_glc(e)	0	0	
YMR272C	CERS324	EX_glc(e)	0	0	
YMR272C	CERS326	EX_glc(e)	0	0	
YMR272C	CERS2_24	EX_nh4(e)	0	0	
YMR272C	CERS2_26	EX_nh4(e)	0	0	
YMR272C	CERS324	EX_nh4(e)	0	0	
