gene	reaction	environment	relative	absolute	
YDR530C	ATPATF1	EX_glc(e)	0	0	
YDR530C	ATPATF1	EX_nh4(e)	0	0	
YDR530C	ATPATF1	EX_o2(e)	0	0	
YDR530C	ATPATF1	EX_pi(e)	0	0	
YDR530C	ATPATF1	EX_so4(e)	0	0	
YDR531W	PNTK	EX_glc(e)	466.32	-2.0677e+13	
YDR531W	PNTK	EX_nh4(e)	0	0	
YDR531W	PNTK	EX_o2(e)	0	0	
YDR531W	PNTK	EX_pi(e)	0	0	
YDR531W	PNTK	EX_so4(e)	0	0	
YDR536W	GALt2	EX_glc(e)	0	0	
YDR536W	GLCt1	EX_glc(e)	-1000	-97323.4	
YDR536W	GLUt2r	EX_glc(e)	0	0	
YDR536W	GALt2	EX_nh4(e)	0	0	
YDR536W	GLCt1	EX_nh4(e)	1.67009e-09	3.37224e-10	
YDR536W	GLUt2r	EX_nh4(e)	0	0	
YDR536W	GALt2	EX_o2(e)	0	0	
YDR536W	GLCt1	EX_o2(e)	-5.99546e-13	-1.19478e-13	
YDR536W	GLUt2r	EX_o2(e)	0	0	
YDR536W	GALt2	EX_pi(e)	0	0	
YDR536W	GLCt1	EX_pi(e)	-1.3628e-10	-2.72531e-11	
YDR536W	GLUt2r	EX_pi(e)	0	0	
YDR536W	GALt2	EX_so4(e)	0	0	
YDR536W	GLCt1	EX_so4(e)	-4.6373e-12	-4.6373e-13	
YDR536W	GLUt2r	EX_so4(e)	0	0	
YDR538W	OPHBDC6	EX_glc(e)	0	0	
YDR538W	OPHBDC6	EX_nh4(e)	0	0	
YDR538W	OPHBDC6	EX_o2(e)	0	0	
YDR538W	OPHBDC6	EX_pi(e)	0	0	
YDR538W	OPHBDC6	EX_so4(e)	0	0	
YEL011W	GBEZ	EX_glc(e)	-5.29074e-05	-0.102039	
YEL011W	GBEZ	EX_nh4(e)	1.81708e-05	0.035045	
YEL011W	GBEZ	EX_o2(e)	-2.66911e-07	-0.000514775	
YEL011W	GBEZ	EX_pi(e)	0	0	
YEL011W	GBEZ	EX_so4(e)	0	0	
YEL017C-A	ATPS	EX_glc(e)	0.346421	66.1083	
YEL017C-A	ATPS	EX_nh4(e)	0.500003	95.4167	
YEL017C-A	ATPS	EX_o2(e)	3.37453e-08	1.94104e-05	
YEL017C-A	ATPS	EX_pi(e)	0	0	
YEL017C-A	ATPS	EX_so4(e)	-2.19715e-12	-1.07571e-12	
YEL021W	OMPDC	EX_glc(e)	-92902.6	-8.39987e+08	
YEL021W	OMPDC	EX_nh4(e)	-50565.1	-4.57189e+08	
YEL021W	OMPDC	EX_o2(e)	-503.978	-4.55677e+06	
YEL021W	OMPDC	EX_pi(e)	-1787.52	-1.6162e+07	
YEL021W	OMPDC	EX_so4(e)	-698.915	-6.3193e+06	
YEL024W	CYOR_u6m	EX_glc(e)	0.28125	5.63596	
YEL024W	CYOR_u6m	EX_nh4(e)	6.93334e-08	5.33976e-07	
YEL024W	CYOR_u6m	EX_o2(e)	0	0	
YEL024W	CYOR_u6m	EX_pi(e)	-3.02425e-12	-3.03317e-13	
YEL024W	CYOR_u6m	EX_so4(e)	-2.16679e-12	-2.41428e-13	
YEL027W	ATPS3g	EX_glc(e)	0	0	
YEL027W	ATPS3v	EX_glc(e)	0	0	
YEL027W	ATPS3g	EX_nh4(e)	0	0	
YEL027W	ATPS3v	EX_nh4(e)	0	0	
YEL027W	ATPS3g	EX_o2(e)	0	0	
YEL027W	ATPS3v	EX_o2(e)	0	0	
YEL027W	ATPS3g	EX_pi(e)	0	0	
YEL027W	ATPS3v	EX_pi(e)	0	0	
YEL027W	ATPS3g	EX_so4(e)	0	0	
YEL027W	ATPS3v	EX_so4(e)	0	0	
YEL041W	NADK	EX_glc(e)	-1228.2	-5.55602e+13	
YEL041W	NADKm	EX_glc(e)	0	0	
YEL041W	NADK	EX_nh4(e)	16813.3	3.00537e+16	
YEL041W	NADKm	EX_nh4(e)	0	0	
YEL041W	NADK	EX_o2(e)	0	0	
YEL041W	NADKm	EX_o2(e)	0	0	
YEL041W	NADK	EX_pi(e)	0	0	
YEL041W	NADKm	EX_pi(e)	0	0	
YEL041W	NADK	EX_so4(e)	0	0	
YEL041W	NADKm	EX_so4(e)	0	0	
YEL042W	NDP3g	EX_glc(e)	0	0	
YEL042W	NDP3g	EX_nh4(e)	0	0	
YEL042W	NDP3g	EX_o2(e)	0	0	
YEL042W	NDP3g	EX_pi(e)	0	0	
YEL042W	NDP3g	EX_so4(e)	0	0	
YEL046C	THRA	EX_glc(e)	0.114211	297.346	
YEL046C	THRA	EX_nh4(e)	2.51401e-05	0.0654521	
YEL046C	THRA	EX_o2(e)	1.70805e-08	4.51031e-06	
YEL046C	THRA	EX_pi(e)	0	0	
YEL046C	THRA	EX_so4(e)	0	0	
YEL047C	FRDcm	EX_glc(e)	0	0	
YEL047C	FRDcm	EX_nh4(e)	8.87443e-10	8.87443e-11	
YEL047C	FRDcm	EX_o2(e)	0	0	
YEL047C	FRDcm	EX_pi(e)	0	0	
YEL047C	FRDcm	EX_so4(e)	0	0	
YEL051W	ATPS3g	EX_glc(e)	0	0	
YEL051W	ATPS3v	EX_glc(e)	0	0	
YEL051W	ATPS3g	EX_nh4(e)	0	0	
YEL051W	ATPS3v	EX_nh4(e)	0	0	
YEL051W	ATPS3g	EX_o2(e)	0	0	
YEL051W	ATPS3v	EX_o2(e)	0	0	
YEL051W	ATPS3g	EX_pi(e)	0	0	
YEL051W	ATPS3v	EX_pi(e)	0	0	
YEL051W	ATPS3g	EX_so4(e)	0	0	
YEL051W	ATPS3v	EX_so4(e)	0	0	
YEL058W	ACGAMPM	EX_glc(e)	0	0	
YEL058W	PGAMT	EX_glc(e)	0	0	
YEL058W	ACGAMPM	EX_nh4(e)	0	0	
YEL058W	PGAMT	EX_nh4(e)	0	0	
YEL058W	ACGAMPM	EX_o2(e)	0	0	
YEL058W	PGAMT	EX_o2(e)	0	0	
YEL058W	ACGAMPM	EX_pi(e)	0	0	
YEL058W	PGAMT	EX_pi(e)	0	0	
YEL058W	ACGAMPM	EX_so4(e)	0	0	
YEL058W	PGAMT	EX_so4(e)	0	0	
YEL063C	ARGt2r	EX_glc(e)	1.32672e+07	-6.46712e+21	
YEL063C	ORNt2r	EX_glc(e)	0	0	
YEL063C	ARGt2r	EX_nh4(e)	0	0	
YEL063C	ORNt2r	EX_nh4(e)	0	0	
YEL063C	ARGt2r	EX_o2(e)	-4643.99	7.54573e+17	
YEL063C	ORNt2r	EX_o2(e)	-589.824	-1.35245e+15	
YEL063C	ARGt2r	EX_pi(e)	0	0	
YEL063C	ORNt2r	EX_pi(e)	0	0	
YEL063C	ARGt2r	EX_so4(e)	0	0	
YEL063C	ORNt2r	EX_so4(e)	0	0	
YEL069C	FRUt2	EX_glc(e)	0	0	
YEL069C	GLCt1	EX_glc(e)	-1000	-97323.4	
YEL069C	MANt2	EX_glc(e)	0	0	
YEL069C	FRUt2	EX_nh4(e)	0	0	
YEL069C	GLCt1	EX_nh4(e)	1.67009e-09	3.37224e-10	
YEL069C	MANt2	EX_nh4(e)	0	0	
YEL069C	FRUt2	EX_o2(e)	0	0	
YEL069C	GLCt1	EX_o2(e)	-5.99546e-13	-1.19478e-13	
YEL069C	MANt2	EX_o2(e)	0	0	
YEL069C	FRUt2	EX_pi(e)	0	0	
YEL069C	GLCt1	EX_pi(e)	-1.3628e-10	-2.72531e-11	
YEL069C	MANt2	EX_pi(e)	0	0	
YEL069C	FRUt2	EX_so4(e)	0	0	
YEL069C	GLCt1	EX_so4(e)	-4.6373e-12	-4.6373e-13	
YEL069C	MANt2	EX_so4(e)	0	0	
YER003C	MAN6PI	EX_glc(e)	12718.2	-1.57423e+07	
YER003C	MAN6PI	EX_nh4(e)	6922.27	-8.56822e+06	
YER003C	MAN6PI	EX_o2(e)	68.9937	-85398.8	
YER003C	MAN6PI	EX_pi(e)	244.709	-302895	
YER003C	MAN6PI	EX_so4(e)	95.6802	-118431	
YER014W	PPPGOm	EX_glc(e)	0	0	
YER014W	PPPGOm	EX_nh4(e)	0	0	
YER014W	PPPGOm	EX_o2(e)	0	0	
YER014W	PPPGOm	EX_pi(e)	0	0	
YER014W	PPPGOm	EX_so4(e)	0	0	
YER015W	FACOAL100p	EX_glc(e)	-7.66065e+06	-1.92098e+21	
YER015W	FACOAL120p	EX_glc(e)	7.54061e+06	-1.89088e+21	
YER015W	FACOAL140p	EX_glc(e)	0	0	
YER015W	FACOAL141p	EX_glc(e)	-49187.5	-8.98488e+16	
YER015W	FACOAL160p	EX_glc(e)	2.4183e+07	-1.91373e+22	
YER015W	FACOAL161p	EX_glc(e)	0	0	
YER015W	FACOAL80p	EX_glc(e)	-479609	-8.43397e+18	
YER015W	FACOAL100p	EX_nh4(e)	2.88264e+06	1.08428e+21	
YER015W	FACOAL120p	EX_nh4(e)	0	0	
YER015W	FACOAL140p	EX_nh4(e)	-8.41653e+06	7.41638e+21	
YER015W	FACOAL141p	EX_nh4(e)	0	0	
YER015W	FACOAL160p	EX_nh4(e)	-178487	3.92351e+18	
YER015W	FACOAL161p	EX_nh4(e)	0	0	
YER015W	FACOAL80p	EX_nh4(e)	189774	4.06975e+18	
YER015W	FACOAL100p	EX_o2(e)	-124480	-9.36436e+19	
YER015W	FACOAL120p	EX_o2(e)	46397	3.49035e+19	
YER015W	FACOAL140p	EX_o2(e)	0	0	
YER015W	FACOAL141p	EX_o2(e)	0	0	
YER015W	FACOAL160p	EX_o2(e)	0	0	
YER015W	FACOAL161p	EX_o2(e)	0	0	
YER015W	FACOAL80p	EX_o2(e)	181202	1.59323e+20	
YER015W	FACOAL100p	EX_pi(e)	0	0	
YER015W	FACOAL120p	EX_pi(e)	0	0	
YER015W	FACOAL140p	EX_pi(e)	0	0	
YER015W	FACOAL141p	EX_pi(e)	8257.34	6.39964e+17	
YER015W	FACOAL160p	EX_pi(e)	0	0	
YER015W	FACOAL161p	EX_pi(e)	0	0	
YER015W	FACOAL80p	EX_pi(e)	0	0	
YER015W	FACOAL100p	EX_so4(e)	0	0	
YER015W	FACOAL120p	EX_so4(e)	0	0	
YER015W	FACOAL140p	EX_so4(e)	0	0	
YER015W	FACOAL141p	EX_so4(e)	-2550.6	-1.97678e+17	
YER015W	FACOAL160p	EX_so4(e)	0	0	
YER015W	FACOAL161p	EX_so4(e)	0	0	
YER015W	FACOAL80p	EX_so4(e)	0	0	
YER023W	HPROa	EX_glc(e)	0	0	
YER023W	HPROb	EX_glc(e)	0	0	
YER023W	P5CR	EX_glc(e)	-62386.3	-3.78788e+08	
YER023W	HPROa	EX_nh4(e)	0	0	
YER023W	HPROb	EX_nh4(e)	0	0	
YER023W	P5CR	EX_nh4(e)	-33955.7	-2.06167e+08	
YER023W	HPROa	EX_o2(e)	0	0	
YER023W	HPROb	EX_o2(e)	0	0	
YER023W	P5CR	EX_o2(e)	-338.434	-2.05485e+06	
YER023W	HPROa	EX_pi(e)	0	0	
YER023W	HPROb	EX_pi(e)	0	0	
YER023W	P5CR	EX_pi(e)	-1200.36	-7.28819e+06	
YER023W	HPROa	EX_so4(e)	0	0	
YER023W	HPROb	EX_so4(e)	0	0	
YER023W	P5CR	EX_so4(e)	-469.338	-2.84966e+06	
YER026C	PSERS_SC	EX_glc(e)	-1.57388	-129007	
YER026C	PSERSm_SC	EX_glc(e)	-1.50004e+07	-7.79129e+21	
YER026C	PSERS_SC	EX_nh4(e)	-0.999201	-81901.7	
YER026C	PSERSm_SC	EX_nh4(e)	4.98029e+06	2.58679e+21	
YER026C	PSERS_SC	EX_o2(e)	2.21942e-06	0.18192	
YER026C	PSERSm_SC	EX_o2(e)	107042	5.55983e+19	
YER026C	PSERS_SC	EX_pi(e)	-0.000432861	-35.4804	
YER026C	PSERSm_SC	EX_pi(e)	-199429	-1.03585e+20	
YER026C	PSERS_SC	EX_so4(e)	-2.4523e-07	-0.0201008	
YER026C	PSERSm_SC	EX_so4(e)	-1553.96	-8.07138e+17	
YER043C	AHCi	EX_glc(e)	-549467	-2.93833e+10	
YER043C	AHCi	EX_nh4(e)	-299064	-1.59927e+10	
YER043C	AHCi	EX_o2(e)	-2980.75	-1.59398e+08	
YER043C	AHCi	EX_pi(e)	-10572.2	-5.65358e+08	
YER043C	AHCi	EX_so4(e)	-4133.69	-2.21053e+08	
YER052C	ASPKi	EX_glc(e)	-0.00057604	-11.3617	
YER052C	ASPKi	EX_nh4(e)	0.000188088	3.70981	
YER052C	ASPKi	EX_o2(e)	0	0	
YER052C	ASPKi	EX_pi(e)	7.85973e-08	0.000180767	
YER052C	ASPKi	EX_so4(e)	-3.44044e-09	-7.9127e-06	
YER053C	PIt5m	EX_glc(e)	0	0	
YER053C	PIt5m	EX_nh4(e)	0	0	
YER053C	PIt5m	EX_o2(e)	0	0	
YER053C	PIt5m	EX_pi(e)	0	0	
YER053C	PIt5m	EX_so4(e)	0	0	
YER055C	ATPPRT	EX_glc(e)	-154978	-2.33752e+09	
YER055C	ATPPRT	EX_nh4(e)	-84351.4	-1.27227e+09	
YER055C	ATPPRT	EX_o2(e)	-840.724	-1.26806e+07	
YER055C	ATPPRT	EX_pi(e)	-2981.9	-4.49759e+07	
YER055C	ATPPRT	EX_so4(e)	-1165.91	-1.75854e+07	
YER056C	ADEt2	EX_glc(e)	-17133.9	-8.91189e+15	
YER056C	CSNt2	EX_glc(e)	0	0	
YER056C	GUAt2r	EX_glc(e)	756808	-1.99982e+19	
YER056C	ADEt2	EX_nh4(e)	0	0	
YER056C	CSNt2	EX_nh4(e)	0	0	
YER056C	GUAt2r	EX_nh4(e)	0	0	
YER056C	ADEt2	EX_o2(e)	0	0	
YER056C	CSNt2	EX_o2(e)	0	0	
YER056C	GUAt2r	EX_o2(e)	55251.9	1.46e+19	
YER056C	ADEt2	EX_pi(e)	0	0	
YER056C	CSNt2	EX_pi(e)	0	0	
YER056C	GUAt2r	EX_pi(e)	0	0	
YER056C	ADEt2	EX_so4(e)	0	0	
YER056C	CSNt2	EX_so4(e)	0	0	
YER056C	GUAt2r	EX_so4(e)	0	0	
YER060W	ADEt2	EX_glc(e)	-17133.9	-8.91189e+15	
YER060W	CSNt2	EX_glc(e)	0	0	
YER060W	GUAt2r	EX_glc(e)	756808	-1.99982e+19	
YER060W	ADEt2	EX_nh4(e)	0	0	
YER060W	CSNt2	EX_nh4(e)	0	0	
YER060W	GUAt2r	EX_nh4(e)	0	0	
YER060W	ADEt2	EX_o2(e)	0	0	
YER060W	CSNt2	EX_o2(e)	0	0	
YER060W	GUAt2r	EX_o2(e)	55251.9	1.46e+19	
YER060W	ADEt2	EX_pi(e)	0	0	
YER060W	CSNt2	EX_pi(e)	0	0	
YER060W	GUAt2r	EX_pi(e)	0	0	
YER060W	ADEt2	EX_so4(e)	0	0	
YER060W	CSNt2	EX_so4(e)	0	0	
YER060W	GUAt2r	EX_so4(e)	0	0	
YER060W-A	ADEt2	EX_glc(e)	-17133.9	-8.91189e+15	
YER060W-A	CSNt2	EX_glc(e)	0	0	
YER060W-A	GUAt2r	EX_glc(e)	756808	-1.99982e+19	
YER060W-A	ADEt2	EX_nh4(e)	0	0	
YER060W-A	CSNt2	EX_nh4(e)	0	0	
YER060W-A	GUAt2r	EX_nh4(e)	0	0	
YER060W-A	ADEt2	EX_o2(e)	0	0	
YER060W-A	CSNt2	EX_o2(e)	0	0	
YER060W-A	GUAt2r	EX_o2(e)	55251.9	1.46e+19	
YER060W-A	ADEt2	EX_pi(e)	0	0	
YER060W-A	CSNt2	EX_pi(e)	0	0	
YER060W-A	GUAt2r	EX_pi(e)	0	0	
YER060W-A	ADEt2	EX_so4(e)	0	0	
YER060W-A	CSNt2	EX_so4(e)	0	0	
YER060W-A	GUAt2r	EX_so4(e)	0	0	
YER061C	ACOATAm	EX_glc(e)	0	0	
YER061C	FAS100ACPm	EX_glc(e)	0	0	
YER061C	FAS120ACPm	EX_glc(e)	0	0	
YER061C	FAS140ACPm	EX_glc(e)	0	0	
YER061C	FAS141ACPm	EX_glc(e)	0	0	
YER061C	FAS160ACPm	EX_glc(e)	0	0	
YER061C	FAS161ACPm	EX_glc(e)	0	0	
YER061C	FAS180ACPm	EX_glc(e)	0	0	
YER061C	FAS181ACPm	EX_glc(e)	0	0	
YER061C	FAS182ACPm	EX_glc(e)	0	0	
YER061C	FAS80ACPm_L	EX_glc(e)	0	0	
YER061C	ACOATAm	EX_nh4(e)	0	0	
YER061C	FAS100ACPm	EX_nh4(e)	0	0	
YER061C	FAS120ACPm	EX_nh4(e)	0	0	
YER061C	FAS140ACPm	EX_nh4(e)	0	0	
YER061C	FAS141ACPm	EX_nh4(e)	0	0	
YER061C	FAS160ACPm	EX_nh4(e)	0	0	
YER061C	FAS161ACPm	EX_nh4(e)	0	0	
YER061C	FAS180ACPm	EX_nh4(e)	0	0	
YER061C	FAS181ACPm	EX_nh4(e)	0	0	
YER061C	FAS182ACPm	EX_nh4(e)	0	0	
YER061C	FAS80ACPm_L	EX_nh4(e)	0	0	
YER061C	ACOATAm	EX_o2(e)	0	0	
YER061C	FAS100ACPm	EX_o2(e)	0	0	
YER061C	FAS120ACPm	EX_o2(e)	0	0	
YER061C	FAS140ACPm	EX_o2(e)	0	0	
YER061C	FAS141ACPm	EX_o2(e)	0	0	
YER061C	FAS160ACPm	EX_o2(e)	0	0	
YER061C	FAS161ACPm	EX_o2(e)	0	0	
YER061C	FAS180ACPm	EX_o2(e)	0	0	
YER061C	FAS181ACPm	EX_o2(e)	0	0	
YER061C	FAS182ACPm	EX_o2(e)	0	0	
YER061C	FAS80ACPm_L	EX_o2(e)	0	0	
YER061C	ACOATAm	EX_pi(e)	0	0	
YER061C	FAS100ACPm	EX_pi(e)	0	0	
YER061C	FAS120ACPm	EX_pi(e)	0	0	
YER061C	FAS140ACPm	EX_pi(e)	0	0	
YER061C	FAS141ACPm	EX_pi(e)	0	0	
YER061C	FAS160ACPm	EX_pi(e)	0	0	
YER061C	FAS161ACPm	EX_pi(e)	0	0	
YER061C	FAS180ACPm	EX_pi(e)	0	0	
YER061C	FAS181ACPm	EX_pi(e)	0	0	
YER061C	FAS182ACPm	EX_pi(e)	0	0	
YER061C	FAS80ACPm_L	EX_pi(e)	0	0	
YER061C	ACOATAm	EX_so4(e)	0	0	
YER061C	FAS100ACPm	EX_so4(e)	0	0	
YER061C	FAS120ACPm	EX_so4(e)	0	0	
YER061C	FAS140ACPm	EX_so4(e)	0	0	
YER061C	FAS141ACPm	EX_so4(e)	0	0	
YER061C	FAS160ACPm	EX_so4(e)	0	0	
YER061C	FAS161ACPm	EX_so4(e)	0	0	
YER061C	FAS180ACPm	EX_so4(e)	0	0	
YER061C	FAS181ACPm	EX_so4(e)	0	0	
YER061C	FAS182ACPm	EX_so4(e)	0	0	
YER061C	FAS80ACPm_L	EX_so4(e)	0	0	
YER062C	G3PT	EX_glc(e)	0	0	
YER062C	G3PT	EX_nh4(e)	0	0	
YER062C	G3PT	EX_o2(e)	-4.48379e-09	-1.78198e-07	
YER062C	G3PT	EX_pi(e)	0	0	
YER062C	G3PT	EX_so4(e)	0	0	
YER065C	ICL	EX_glc(e)	0	0	
YER065C	ICL	EX_nh4(e)	0	0	
YER065C	ICL	EX_o2(e)	0	0	
YER065C	ICL	EX_pi(e)	0	0	
YER065C	ICL	EX_so4(e)	-3.40626e-12	-2.58541e-12	
YER069W	ACGKm	EX_glc(e)	-63939.2	-3.97879e+08	
YER069W	AGPRim	EX_glc(e)	-63939.2	-3.97879e+08	
YER069W	ACGKm	EX_nh4(e)	3.31975e-05	0.115994	
YER069W	AGPRim	EX_nh4(e)	3.20179e-05	0.111872	
YER069W	ACGKm	EX_o2(e)	-346.858	-2.15842e+06	
YER069W	AGPRim	EX_o2(e)	-346.858	-2.15842e+06	
YER069W	ACGKm	EX_pi(e)	1.09362e-05	0.0382118	
YER069W	AGPRim	EX_pi(e)	-1.27133e-06	-0.00444209	
YER069W	ACGKm	EX_so4(e)	-481.021	-2.99328e+06	
YER069W	AGPRim	EX_so4(e)	-481.021	-2.99328e+06	
YER070W	RNDR1	EX_glc(e)	-0.0229617	-19134.8	
YER070W	RNDR1n	EX_glc(e)	0	0	
YER070W	RNDR2	EX_glc(e)	-0.0121486	-5061.91	
YER070W	RNDR2n	EX_glc(e)	0	0	
YER070W	RNDR3	EX_glc(e)	0	0	
YER070W	RNDR3n	EX_glc(e)	0	0	
YER070W	RNDR4	EX_glc(e)	-0.00513027	-855.045	
YER070W	RNDR4n	EX_glc(e)	0	0	
YER070W	RNDR1	EX_nh4(e)	0.0024371	676.971	
YER070W	RNDR1n	EX_nh4(e)	0	0	
YER070W	RNDR2	EX_nh4(e)	0	0	
YER070W	RNDR2n	EX_nh4(e)	0	0	
YER070W	RNDR3	EX_nh4(e)	0	0	
YER070W	RNDR3n	EX_nh4(e)	0	0	
YER070W	RNDR4	EX_nh4(e)	0.00159484	265.806	
YER070W	RNDR4n	EX_nh4(e)	0	0	
YER070W	RNDR1	EX_o2(e)	-1.29535e-05	-3.59819	
YER070W	RNDR1n	EX_o2(e)	0	0	
YER070W	RNDR2	EX_o2(e)	0	0	
YER070W	RNDR2n	EX_o2(e)	0	0	
YER070W	RNDR3	EX_o2(e)	0	0	
YER070W	RNDR3n	EX_o2(e)	0	0	
YER070W	RNDR4	EX_o2(e)	-4.56296e-05	-7.60494	
YER070W	RNDR4n	EX_o2(e)	0	0	
YER070W	RNDR1	EX_pi(e)	0.00812306	6769.21	
YER070W	RNDR1n	EX_pi(e)	0	0	
YER070W	RNDR2	EX_pi(e)	2.26152e-05	9.42301	
YER070W	RNDR2n	EX_pi(e)	0	0	
YER070W	RNDR3	EX_pi(e)	0	0	
YER070W	RNDR3n	EX_pi(e)	0	0	
YER070W	RNDR4	EX_pi(e)	-3.3169e-05	-5.52817	
YER070W	RNDR4n	EX_pi(e)	0	0	
YER070W	RNDR1	EX_so4(e)	-8.31058e-07	-0.230849	
YER070W	RNDR1n	EX_so4(e)	0	0	
YER070W	RNDR2	EX_so4(e)	-1.74522e-05	-7.27175	
YER070W	RNDR2n	EX_so4(e)	0	0	
YER070W	RNDR3	EX_so4(e)	0	0	
YER070W	RNDR3n	EX_so4(e)	0	0	
YER070W	RNDR4	EX_so4(e)	-5.7343e-06	-0.955716	
YER070W	RNDR4n	EX_so4(e)	0	0	
YER073W	ABUTDm	EX_glc(e)	0	0	
YER073W	ALDD20ym	EX_glc(e)	0	0	
YER073W	LCADm	EX_glc(e)	0	0	
YER073W	ABUTDm	EX_nh4(e)	0	0	
YER073W	ALDD20ym	EX_nh4(e)	0	0	
YER073W	LCADm	EX_nh4(e)	0	0	
YER073W	ABUTDm	EX_o2(e)	0	0	
YER073W	ALDD20ym	EX_o2(e)	0	0	
YER073W	LCADm	EX_o2(e)	0	0	
YER073W	ABUTDm	EX_pi(e)	0	0	
YER073W	ALDD20ym	EX_pi(e)	0	0	
YER073W	LCADm	EX_pi(e)	0	0	
YER073W	ABUTDm	EX_so4(e)	0	0	
YER073W	ALDD20ym	EX_so4(e)	0	0	
YER073W	LCADm	EX_so4(e)	0	0	
YER081W	PGCD	EX_glc(e)	0.0147025	1.76361	
YER081W	PGCD	EX_nh4(e)	2.01557e-07	4.25844e-06	
YER081W	PGCD	EX_o2(e)	-1.43691e-08	-1.57765e-06	
YER081W	PGCD	EX_pi(e)	-5.01751e-07	-0.000807973	
YER081W	PGCD	EX_so4(e)	1.30419e-09	1.13704e-06	
YER086W	THRD_Lm	EX_glc(e)	-53321.3	-2.76707e+08	
YER086W	THRD_Lm	EX_nh4(e)	-29021.8	-1.50606e+08	
YER086W	THRD_Lm	EX_o2(e)	-289.258	-1.50108e+06	
YER086W	THRD_Lm	EX_pi(e)	-1025.95	-5.32406e+06	
YER086W	THRD_Lm	EX_so4(e)	-401.142	-2.08169e+06	
YER087W	PROTRS	EX_glc(e)	0	0	
YER087W	PROTRS	EX_nh4(e)	0	0	
YER087W	PROTRS	EX_o2(e)	0	0	
YER087W	PROTRS	EX_pi(e)	0	0	
YER087W	PROTRS	EX_so4(e)	0	0	
YER090W	ANS	EX_glc(e)	-361797	-1.27393e+10	
YER090W	CHRPL	EX_glc(e)	0	0	
YER090W	ANS	EX_nh4(e)	-196919	-6.93377e+09	
YER090W	CHRPL	EX_nh4(e)	0	0	
YER090W	ANS	EX_o2(e)	-1962.68	-6.91083e+07	
YER090W	CHRPL	EX_o2(e)	0	0	
YER090W	ANS	EX_pi(e)	-6961.27	-2.45115e+08	
YER090W	CHRPL	EX_pi(e)	0	0	
YER090W	ANS	EX_so4(e)	-2721.83	-9.58391e+07	
YER090W	CHRPL	EX_so4(e)	0	0	
YER091C	METS	EX_glc(e)	-148055	-2.13336e+09	
YER091C	MHPGLUT	EX_glc(e)	1.24695e+06	-5.27303e+19	
YER091C	METS	EX_nh4(e)	-80583.6	-1.16115e+09	
YER091C	MHPGLUT	EX_nh4(e)	0	0	
YER091C	METS	EX_o2(e)	6.55066e-08	1.91451e-05	
YER091C	MHPGLUT	EX_o2(e)	0	0	
YER091C	METS	EX_pi(e)	-2848.7	-4.10476e+07	
YER091C	MHPGLUT	EX_pi(e)	0	0	
YER091C	METS	EX_so4(e)	-1113.83	-1.60495e+07	
YER091C	MHPGLUT	EX_so4(e)	0	0	
YER099C	PRPPS	EX_glc(e)	-33877.4	-1.11696e+08	
YER099C	PRPPS	EX_nh4(e)	-18438.8	-6.07941e+07	
YER099C	PRPPS	EX_o2(e)	-183.778	-605930	
YER099C	PRPPS	EX_pi(e)	-651.83	-2.14913e+06	
YER099C	PRPPS	EX_so4(e)	-7.55571e-09	-1.27211e-05	
YER170W	ADK1m	EX_glc(e)	-256475	-2.28212e+18	
YER170W	ADK3m	EX_glc(e)	0	0	
YER170W	ADK4m	EX_glc(e)	0	0	
YER170W	ADK1m	EX_nh4(e)	2.03088e-06	0.00155623	
YER170W	ADK3m	EX_nh4(e)	0	0	
YER170W	ADK4m	EX_nh4(e)	0	0	
YER170W	ADK1m	EX_o2(e)	-2221.61	2.80429e+16	
YER170W	ADK3m	EX_o2(e)	0	0	
YER170W	ADK4m	EX_o2(e)	0	0	
YER170W	ADK1m	EX_pi(e)	-1.01759e-07	-1.9149e-05	
YER170W	ADK3m	EX_pi(e)	0	0	
YER170W	ADK4m	EX_pi(e)	0	0	
YER170W	ADK1m	EX_so4(e)	-2.26859e-12	-1.7202e-12	
YER170W	ADK3m	EX_so4(e)	0	0	
YER170W	ADK4m	EX_so4(e)	0	0	
YER178W	PDHm	EX_glc(e)	-2.3394e-05	-0.0179264	
YER178W	THFATm	EX_glc(e)	0	0	
YER178W	PDHm	EX_nh4(e)	0	0	
YER178W	THFATm	EX_nh4(e)	0	0	
YER178W	PDHm	EX_o2(e)	0	0	
YER178W	THFATm	EX_o2(e)	0	0	
YER178W	PDHm	EX_pi(e)	0	0	
YER178W	THFATm	EX_pi(e)	0	0	
YER178W	PDHm	EX_so4(e)	0	0	
YER178W	THFATm	EX_so4(e)	0	0	
YER183C	FTHFCL	EX_glc(e)	0	0	
YER183C	FTHFCL	EX_nh4(e)	0	0	
YER183C	FTHFCL	EX_o2(e)	0	0	
YER183C	FTHFCL	EX_pi(e)	0	0	
YER183C	FTHFCL	EX_so4(e)	0	0	
YFL001W	YUMPS	EX_glc(e)	0	0	
YFL001W	YUMPS	EX_nh4(e)	0	0	
YFL001W	YUMPS	EX_o2(e)	0	0	
YFL001W	YUMPS	EX_pi(e)	0	0	
YFL001W	YUMPS	EX_so4(e)	0	0	
YFL011W	FRUt2	EX_glc(e)	0	0	
YFL011W	GALt2	EX_glc(e)	0	0	
YFL011W	GLCt1	EX_glc(e)	-1000	-97323.4	
YFL011W	MANt2	EX_glc(e)	0	0	
